Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
65538414,07/13/2025 01:00:48 AM,,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11385,1837 GREENE AVENUE,GREENE AVENUE,SENECA AVENUE,ONDERDONK AVENUE,SENECA AVENUE,ONDERDONK AVENUE,ADDRESS,RIDGEWOOD,GREENE AVENUE,,In Progress,,,,05 QUEENS,,QUEENS,1008781,196524,ONLINE,Unspecified,QUEENS,,,,,,,,40.70605573891683,-73.91152207379962,"(40.70605573891683, -73.91152207379962)"
65539736,07/13/2025 01:00:46 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2730 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST KINGSBRIDGE ROAD,WEST  195 STREET,WEST KINGSBRIDGE ROAD,WEST  195 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,,In Progress,,,,08 BRONX,2032480150,BRONX,1011138,256394,ONLINE,Unspecified,BRONX,,,,,,,,40.87037583951205,-73.90278124333975,"(40.87037583951205, -73.90278124333975)"
65539710,07/13/2025 01:00:39 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11211,295 JACKSON STREET,JACKSON STREET,KINGSLAND AVENUE,DEBEVOISE AVENUE,KINGSLAND AVENUE,DEBEVOISE AVENUE,ADDRESS,BROOKLYN,JACKSON STREET,,In Progress,,,,01 BROOKLYN,3028670001,BROOKLYN,1001225,200708,PHONE,Unspecified,BROOKLYN,,,,,,,,40.717557542531885,-73.93876434514137,"(40.717557542531885, -73.93876434514137)"
65541641,07/13/2025 01:00:20 AM,07/13/2025 01:15:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1339 PROSPECT AVENUE,PROSPECT AVENUE,EAST  169 STREET,FREEMAN STREET,EAST  169 STREET,FREEMAN STREET,ADDRESS,BRONX,PROSPECT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:15:10 AM,03 BRONX,2029680008,BRONX,1012610,241528,MOBILE,Unspecified,BRONX,,,,,,,,40.82956848987864,-73.89752182981697,"(40.82956848987864, -73.89752182981697)"
65542885,07/13/2025 01:00:17 AM,07/13/2025 02:06:48 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1140 ST JOHNS PLACE,ST JOHNS PLACE,HAMPTON PLACE,ALBANY AVENUE,HAMPTON PLACE,ALBANY AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/13/2025 02:06:51 AM,08 BROOKLYN,3012580026,BROOKLYN,1000783,183777,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67108671928291,-73.9404003721513,"(40.67108671928291, -73.9404003721513)"
65544636,07/13/2025 01:00:16 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,199 STREET,199 STREET,120 AVENUE,122 AVENUE,120 AVENUE,122 AVENUE,BLOCKFACE,,,,In Progress,,,,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
65541395,07/13/2025 01:00:14 AM,07/13/2025 01:04:56 AM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11378,59-50 54 AVENUE,54 AVENUE,UNNAMED STREET,MAURICE AVENUE,UNNAMED STREET,MAURICE AVENUE,ADDRESS,MASPETH,54 AVENUE,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,07/13/2025 01:05:00 AM,02 QUEENS,4026560064,QUEENS,1010007,204950,ONLINE,Unspecified,QUEENS,,,,,,,,40.72917958962911,-73.90706792288192,"(40.72917958962911, -73.90706792288192)"
65536057,07/13/2025 01:00:03 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2301 BELMONT AVENUE,BELMONT AVENUE,EAST  183 STREET,CRESCENT AVENUE,EAST  183 STREET,CRESCENT AVENUE,ADDRESS,BRONX,BELMONT AVENUE,,In Progress,,,,06 BRONX,2030870032,BRONX,1015480,249977,ONLINE,Unspecified,BRONX,,,,,,,,40.852748829202106,-73.88711182068982,"(40.852748829202106, -73.88711182068982)"
65540211,07/13/2025 12:59:52 AM,07/13/2025 01:21:13 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,ST EDWARDS STREET,MYRTLE AVENUE,ST EDWARDS STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2025 01:21:18 AM,02 BROOKLYN,,BROOKLYN,990399,191915,PHONE,Unspecified,BROOKLYN,,,,,,,,40.693436978784476,-73.97782610922518,"(40.693436978784476, -73.97782610922518)"
65540480,07/13/2025 12:59:38 AM,07/13/2025 01:34:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,464 PINE STREET,PINE STREET,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,PINE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:34:49 AM,05 BROOKLYN,3042500028,BROOKLYN,1020135,184874,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.674040444173265,-73.8706327963748,"(40.674040444173265, -73.8706327963748)"
65536748,07/13/2025 12:59:36 AM,07/13/2025 01:19:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11413,137-33 WESTGATE STREET,WESTGATE STREET,137 AVENUE,THURSTON STREET,137 AVENUE,THURSTON STREET,ADDRESS,SPRINGFIELD GARDENS,WESTGATE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:20:02 AM,12 QUEENS,4130230050,QUEENS,1050484,184754,ONLINE,Unspecified,QUEENS,,,,,,,,40.6735360281043,-73.7612247441388,"(40.6735360281043, -73.7612247441388)"
65539615,07/13/2025 12:59:32 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11236,1127 EAST   81 STREET,EAST   81 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   81 STREET,,In Progress,,,,18 BROOKLYN,3080470032,BROOKLYN,1009722,169610,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63218020281661,-73.90822979325499,"(40.63218020281661, -73.90822979325499)"
65542977,07/13/2025 12:59:27 AM,07/13/2025 01:28:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,138 EAST   98 STREET,EAST   98 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   98 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:28:10 AM,11 MANHATTAN,1016250050,MANHATTAN,998164,226028,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78705985875362,-73.94975420873244,"(40.78705985875362, -73.94975420873244)"
65543024,07/13/2025 12:59:24 AM,07/13/2025 01:33:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,2080 BARNES AVENUE,BARNES AVENUE,ANTIN PLACE,LYDIG AVENUE,ANTIN PLACE,LYDIG AVENUE,ADDRESS,BRONX,BARNES AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:33:59 AM,11 BRONX,2042930010,BRONX,1021903,250107,PHONE,Unspecified,BRONX,,,,,,,,40.853080584734336,-73.8638936807414,"(40.853080584734336, -73.8638936807414)"
65543856,07/13/2025 12:59:18 AM,07/13/2025 02:26:37 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10452,1122 ANDERSON AVENUE,ANDERSON AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,BRONX,ANDERSON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 02:26:41 AM,04 BRONX,2025050045,BRONX,1005000,243529,ONLINE,Unspecified,BRONX,Other,,,,,,,40.83508181454018,-73.92501417424235,"(40.83508181454018, -73.92501417424235)"
65539720,07/13/2025 12:59:16 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,518 WEST  204 STREET,WEST  204 STREET,NAGLE AVENUE,POST AVENUE,NAGLE AVENUE,POST AVENUE,ADDRESS,NEW YORK,WEST  204 STREET,,In Progress,,,,12 MANHATTAN,1022180017,MANHATTAN,1006147,253863,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86344280932332,-73.92083542711791,"(40.86344280932332, -73.92083542711791)"
65540912,07/13/2025 12:58:55 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,111-37 121 STREET,121 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,121 STREET,,In Progress,,,,10 QUEENS,4116260049,QUEENS,1034337,187335,ONLINE,Unspecified,QUEENS,,,,,,,,40.68072635781377,-73.8194157170202,"(40.68072635781377, -73.8194157170202)"
65540596,07/13/2025 12:58:34 AM,07/13/2025 01:30:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,175 WEST  166 STREET,WEST  166 STREET,OGDEN AVENUE,SUMMIT AVENUE,OGDEN AVENUE,SUMMIT AVENUE,ADDRESS,BRONX,WEST  166 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:30:29 AM,04 BRONX,2025260083,BRONX,1004084,243784,ONLINE,Unspecified,BRONX,,,,,,,,40.83578382029558,-73.9283236363615,"(40.83578382029558, -73.9283236363615)"
65539591,07/13/2025 12:58:28 AM,07/13/2025 01:27:52 AM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11429,227-26 112 ROAD,112 ROAD,227 STREET,CROSS ISLAND PARKWAY,227 STREET,CROSS ISLAND PARKWAY,ADDRESS,QUEENS VILLAGE,112 ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:27:55 AM,13 QUEENS,4112280086,QUEENS,1059138,196077,ONLINE,Unspecified,QUEENS,SUV,,,,,,,40.7045459352423,-73.72990117631255,"(40.7045459352423, -73.72990117631255)"
65535587,07/13/2025 12:58:21 AM,07/13/2025 01:08:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,582 EAST   42 STREET,EAST   42 STREET,AVENUE D,FOSTER AVENUE,AVENUE D,FOSTER AVENUE,ADDRESS,BROOKLYN,EAST   42 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:08:33 AM,17 BROOKLYN,3049750017,BROOKLYN,1001743,172772,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64087856746741,-73.93696822636677,"(40.64087856746741, -73.93696822636677)"
65539151,07/13/2025 12:58:11 AM,07/13/2025 01:25:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,290 UNION AVENUE,UNION AVENUE,STAGG STREET,HEWES STREET,STAGG STREET,HEWES STREET,ADDRESS,BROOKLYN,UNION AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:25:47 AM,01 BROOKLYN,3030220003,BROOKLYN,997890,197605,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70904631916916,-73.9508013160741,"(40.70904631916916, -73.9508013160741)"
65538461,07/13/2025 12:58:10 AM,,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10452,JOYCE KILMER PARK,JOYCE KILMER PARK,EAST  161 STREET,EAST  164 STREET,EAST  161 STREET,EAST  164 STREET,PLACE,BRONX,JOYCE KILMER PARK,,In Progress,,,,04 BRONX,2024690001,BRONX,1005593,241099,ONLINE,Joyce Kilmer Park,BRONX,,,,,,,,40.82841075207695,-73.92287893816902,"(40.82841075207695, -73.92287893816902)"
65541667,07/13/2025 12:57:54 AM,07/13/2025 01:43:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,EAST   57 STREET,EAST   57 STREET,EAST   57 STREET,LINDEN BOULEVARD,EAST   57 STREET,LINDEN BOULEVARD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:43:29 AM,17 BROOKLYN,,BROOKLYN,1005380,177636,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65422126009228,-73.9238479505993,"(40.65422126009228, -73.9238479505993)"
65543753,07/13/2025 12:57:46 AM,07/13/2025 01:56:42 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,32-04 76 STREET,76 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,76 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2025 01:56:44 AM,03 QUEENS,4011710007,QUEENS,1014364,215047,MOBILE,Unspecified,QUEENS,,,,,,,,40.756879552605135,-73.89130253742029,"(40.756879552605135, -73.89130253742029)"
65538485,07/13/2025 12:57:41 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,102-39 86 ROAD,86 ROAD,102 STREET,DEAD END,102 STREET,DEAD END,ADDRESS,RICHMOND HILL,86 ROAD,,In Progress,,,,09 QUEENS,4091860031,QUEENS,1027275,192793,ONLINE,Unspecified,QUEENS,,,,,,,,40.69574443391774,-73.84484222517449,"(40.69574443391774, -73.84484222517449)"
65538521,07/13/2025 12:57:29 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,655 BURKE AVENUE,BURKE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,BURKE AVENUE,,In Progress,,,,12 BRONX,2045940001,BRONX,1020428,256812,MOBILE,Unspecified,BRONX,,,,,,,,40.871489932698715,-73.86918924081932,"(40.871489932698715, -73.86918924081932)"
65544660,07/13/2025 12:57:10 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1615 WALTON AVENUE,WALTON AVENUE,EAST MOUNT EDEN AVENUE,EAST  174 STREET,EAST MOUNT EDEN AVENUE,EAST  174 STREET,ADDRESS,BRONX,WALTON AVENUE,,In Progress,,,,04 BRONX,2028470063,BRONX,1008385,246791,ONLINE,Unspecified,BRONX,,,,,,,,40.84402644911502,-73.91276981554684,"(40.84402644911502, -73.91276981554684)"
65544577,07/13/2025 12:56:42 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11420,115-65 131 STREET,131 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,SOUTH OZONE PARK,131 STREET,,In Progress,,,,10 QUEENS,,QUEENS,1037149,186615,ONLINE,Unspecified,QUEENS,,,,,,,,40.67873376757557,-73.80928298077046,"(40.67873376757557, -73.80928298077046)"
65537659,07/13/2025 12:56:28 AM,07/13/2025 01:35:11 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,53-36 VANDAM STREET,VANDAM STREET,35 STREET,GREENPOINT AVENUE,35 STREET,GREENPOINT AVENUE,ADDRESS,LONG ISLAND CITY,VAN DAM STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:35:14 AM,02 QUEENS,4002980013,QUEENS,1001571,207056,PHONE,Unspecified,QUEENS,,,,,,,,40.73498058348594,-73.93749984547338,"(40.73498058348594, -73.93749984547338)"
65538523,07/13/2025 12:56:27 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2957 GOULDEN AVENUE,GOULDEN AVENUE,WEST  197 STREET,BEDFORD PARK BOULEVARD WEST,WEST  197 STREET,BEDFORD PARK BOULEVARD WEST,ADDRESS,BRONX,GOULDEN AVENUE,,In Progress,,,,08 BRONX,,BRONX,1013280,257857,ONLINE,Unspecified,BRONX,,,,,,,,40.87438453804647,-73.89503009696847,"(40.87438453804647, -73.89503009696847)"
65538113,07/13/2025 12:56:14 AM,07/13/2025 01:57:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,785 EAST  151 STREET,EAST  151 STREET,WALES AVENUE,TINTON AVENUE,WALES AVENUE,TINTON AVENUE,ADDRESS,BRONX,EAST  151 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2025 01:57:54 AM,01 BRONX,2026530057,BRONX,1010201,236089,ONLINE,Unspecified,BRONX,,,,,,,,40.814647388831695,-73.90624772042364,"(40.814647388831695, -73.90624772042364)"
65536035,07/13/2025 12:56:09 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1475 WALTON AVENUE,WALTON AVENUE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,WALTON AVENUE,,In Progress,,,,04 BRONX,2028440058,BRONX,1007815,245735,PHONE,Unspecified,BRONX,,,,,,,,40.84112957874333,-73.91483365363321,"(40.84112957874333, -73.91483365363321)"
65539715,07/13/2025 12:56:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10302,VILLA AVENUE,VILLA AVENUE,VILLA AVENUE,WALKER STREET,VILLA AVENUE,WALKER STREET,INTERSECTION,,,,In Progress,,,,01 STATEN ISLAND,,STATEN ISLAND,944682,168954,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.630327874733624,-74.1425511814968,"(40.630327874733624, -74.1425511814968)"
65543003,07/13/2025 12:56:05 AM,07/13/2025 01:34:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2884 CODDINGTON AVENUE,CODDINGTON AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,ADDRESS,BRONX,CODDINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:34:52 AM,10 BRONX,2053570048,BRONX,1030639,245121,ONLINE,Unspecified,BRONX,,,,,,,,40.83935392816689,-73.83234975675983,"(40.83935392816689, -73.83234975675983)"
65539030,07/13/2025 12:56:01 AM,07/13/2025 12:58:41 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10026,69 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  113 STREET,WEST  114 STREET,WEST  113 STREET,WEST  114 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 12:58:45 AM,10 MANHATTAN,1018230056,MANHATTAN,997388,231158,MOBILE,Unspecified,MANHATTAN,Car,,,,,,,40.80114150663996,-73.95254643891782,"(40.80114150663996, -73.95254643891782)"
65536872,07/13/2025 12:55:53 AM,07/13/2025 01:31:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,175 WEST  166 STREET,WEST  166 STREET,OGDEN AVENUE,SUMMIT AVENUE,OGDEN AVENUE,SUMMIT AVENUE,ADDRESS,BRONX,WEST  166 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:31:12 AM,04 BRONX,2025260083,BRONX,1004084,243784,ONLINE,Unspecified,BRONX,,,,,,,,40.83578382029558,-73.9283236363615,"(40.83578382029558, -73.9283236363615)"
65540925,07/13/2025 12:55:50 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,133-13 133 AVENUE,133 AVENUE,133 STREET,134 STREET,133 STREET,134 STREET,ADDRESS,SOUTH OZONE PARK,133 AVENUE,,In Progress,,,,10 QUEENS,4117780102,QUEENS,1038168,183109,ONLINE,Unspecified,QUEENS,,,,,,,,40.66910446120221,-73.80563723343309,"(40.66910446120221, -73.80563723343309)"
65539628,07/13/2025 12:55:45 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,11205,200 FLUSHING AVENUE,FLUSHING AVENUE,WAVERLY AVENUE,WASHINGTON AVENUE,WAVERLY AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,FLUSHING AVENUE,,In Progress,,,,02 BROOKLYN,3018740030,BROOKLYN,993069,193479,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69772753759506,-73.96819578310333,"(40.69772753759506, -73.96819578310333)"
65538190,07/13/2025 12:55:36 AM,07/13/2025 01:38:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10304,302 FRONT STREET,FRONT STREET,WAVE STREET,NAVY PIER COURT,WAVE STREET,NAVY PIER COURT,ADDRESS,STATEN ISLAND,FRONT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:38:19 AM,01 STATEN ISLAND,,STATEN ISLAND,963533,168656,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.629574072358345,-74.07463603226458,"(40.629574072358345, -74.07463603226458)"
65540890,07/13/2025 12:55:22 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11211,15 MARCY AVENUE,MARCY AVENUE,METROPOLITAN AVENUE,HOPE STREET,METROPOLITAN AVENUE,HOPE STREET,ADDRESS,BROOKLYN,MARCY AVENUE,,In Progress,,,,01 BROOKLYN,3023700001,BROOKLYN,996832,199262,MOBILE,Jaime Campiz Playground,BROOKLYN,,,,,,,,40.71359595741297,-73.95461436298187,"(40.71359595741297, -73.95461436298187)"
65536898,07/13/2025 12:55:18 AM,07/13/2025 01:17:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10021,355 EAST   72 STREET,EAST   72 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   72 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2025 01:17:48 AM,08 MANHATTAN,1014470023,MANHATTAN,996184,219156,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7682009275074,-73.95691652545858,"(40.7682009275074, -73.95691652545858)"
65539211,07/13/2025 12:55:17 AM,07/13/2025 01:39:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,50-25 64 STREET,64 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,WOODSIDE,64 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:39:56 AM,02 QUEENS,4023400012,QUEENS,1011451,207658,MOBILE,Unspecified,QUEENS,,,,,,,,40.736608056917454,-73.90184698115968,"(40.736608056917454, -73.90184698115968)"
65540405,07/13/2025 12:55:16 AM,07/13/2025 01:34:54 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,ADDRESS,NEW YORK,RIVERSIDE PARK,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2025 01:34:57 AM,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,ONLINE,Riverside Park,MANHATTAN,,,,,,,,40.800245180318555,-73.97335875005403,"(40.800245180318555, -73.97335875005403)"
65537242,07/13/2025 12:55:14 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420,111-37 121 STREET,121 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,121 STREET,,In Progress,,,,10 QUEENS,4116260049,QUEENS,1034337,187335,PHONE,Unspecified,QUEENS,,,,,,,,40.68072635781377,-73.8194157170202,"(40.68072635781377, -73.8194157170202)"
65543403,07/13/2025 12:55:09 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,10 AVENUE,10 AVENUE,10 AVENUE,NAGLE AVENUE,10 AVENUE,NAGLE AVENUE,INTERSECTION,,,,In Progress,,,,12 MANHATTAN,,MANHATTAN,1006487,253905,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.863557236665,-73.91960608103042,"(40.863557236665, -73.91960608103042)"
65535562,07/13/2025 12:55:06 AM,07/13/2025 01:22:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,626 BEACH   69 STREET,BEACH   69 STREET,HILLMEYER AVENUE,DE COSTA AVENUE,HILLMEYER AVENUE,DE COSTA AVENUE,ADDRESS,ARVERNE,BEACH   69 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:22:25 AM,14 QUEENS,4160290113,QUEENS,1040166,157085,ONLINE,Unspecified,QUEENS,,,,,,,,40.59766189977041,-73.7986505308415,"(40.59766189977041, -73.7986505308415)"
65536959,07/13/2025 12:54:58 AM,07/13/2025 01:23:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,MC KINLEY SQUARE,MC KINLEY SQUARE,BEND,BOSTON ROAD,BEND,BOSTON ROAD,PLACE,BRONX,MC KINLEY SQUARE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:23:59 AM,03 BRONX,2201139999,BRONX,1011746,242096,ONLINE,Unspecified,BRONX,,,,,,,,40.831130218083175,-73.90064154205595,"(40.831130218083175, -73.90064154205595)"
65544121,07/13/2025 12:54:51 AM,07/13/2025 01:34:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10302,NICHOLAS AVENUE,NICHOLAS AVENUE,NICHOLAS AVENUE,RICHMOND TERRACE,NICHOLAS AVENUE,RICHMOND TERRACE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2025 01:34:34 AM,01 STATEN ISLAND,,STATEN ISLAND,945650,172370,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63970832773852,-74.13908332508666,"(40.63970832773852, -74.13908332508666)"
65539686,07/13/2025 12:54:44 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,69-02 ROOSEVELT AVENUE,ROOSEVELT AVENUE,69 STREET,70 STREET,69 STREET,70 STREET,ADDRESS,WOODSIDE,ROOSEVELT AVENUE,,In Progress,,,,02 QUEENS,4013010025,QUEENS,1013019,211206,ONLINE,Unspecified,QUEENS,,,,,,,,40.746341465257146,-73.89617378682303,"(40.746341465257146, -73.89617378682303)"
